[2024-01-09 16:47:03,503: INFO: utils: yaml file is saved]
[2024-01-11 23:57:31,716: INFO: tpe: build_posterior_wrapper took 0.000999 seconds]
[2024-01-11 23:57:31,717: INFO: tpe: TPE using 0 trials]
[2024-01-11 23:57:31,823: INFO: tpe: build_posterior_wrapper took 0.001024 seconds]
[2024-01-11 23:57:31,826: INFO: tpe: TPE using 1/1 trials with best loss 437200.000000]
[2024-01-11 23:57:31,926: INFO: tpe: build_posterior_wrapper took 0.000000 seconds]
[2024-01-11 23:57:31,927: INFO: tpe: TPE using 2/2 trials with best loss 437200.000000]
[2024-01-11 23:57:32,031: INFO: tpe: build_posterior_wrapper took 0.000998 seconds]
[2024-01-11 23:57:32,032: INFO: tpe: TPE using 3/3 trials with best loss 437200.000000]
[2024-01-11 23:57:32,128: INFO: tpe: build_posterior_wrapper took 0.001015 seconds]
[2024-01-11 23:57:32,129: INFO: tpe: TPE using 4/4 trials with best loss 437200.000000]
[2024-01-11 23:57:32,221: INFO: tpe: build_posterior_wrapper took 0.000000 seconds]
[2024-01-11 23:57:32,222: INFO: tpe: TPE using 5/5 trials with best loss 437200.000000]
[2024-01-11 23:57:32,318: INFO: tpe: build_posterior_wrapper took 0.000000 seconds]
[2024-01-11 23:57:32,319: INFO: tpe: TPE using 6/6 trials with best loss 437200.000000]
[2024-01-11 23:57:32,415: INFO: tpe: build_posterior_wrapper took 0.001000 seconds]
[2024-01-11 23:57:32,415: INFO: tpe: TPE using 7/7 trials with best loss 437200.000000]
[2024-01-11 23:57:32,498: INFO: tpe: build_posterior_wrapper took 0.000000 seconds]
[2024-01-11 23:57:32,499: INFO: tpe: TPE using 8/8 trials with best loss 437200.000000]
[2024-01-11 23:57:32,612: INFO: tpe: build_posterior_wrapper took 0.000555 seconds]
[2024-01-11 23:57:32,613: INFO: tpe: TPE using 9/9 trials with best loss 437200.000000]
[2024-01-11 23:58:24,831: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-11 23:58:26,153: INFO: tpe: build_posterior_wrapper took 0.001001 seconds]
[2024-01-11 23:58:26,153: INFO: tpe: TPE using 0 trials]
[2024-01-11 23:58:26,269: INFO: tpe: build_posterior_wrapper took 0.000000 seconds]
[2024-01-11 23:58:26,270: INFO: tpe: TPE using 1/1 trials with best loss 443680.000000]
[2024-01-11 23:58:26,351: INFO: tpe: build_posterior_wrapper took 0.000000 seconds]
[2024-01-11 23:58:26,352: INFO: tpe: TPE using 2/2 trials with best loss 443680.000000]
[2024-01-11 23:58:26,448: INFO: tpe: build_posterior_wrapper took 0.001003 seconds]
[2024-01-11 23:58:26,449: INFO: tpe: TPE using 3/3 trials with best loss 437200.000000]
[2024-01-11 23:58:26,603: INFO: tpe: build_posterior_wrapper took 0.001014 seconds]
[2024-01-11 23:58:26,604: INFO: tpe: TPE using 4/4 trials with best loss 437200.000000]
[2024-01-11 23:58:26,682: INFO: tpe: build_posterior_wrapper took 0.000000 seconds]
[2024-01-11 23:58:26,683: INFO: tpe: TPE using 5/5 trials with best loss 437200.000000]
[2024-01-11 23:58:26,784: INFO: tpe: build_posterior_wrapper took 0.001008 seconds]
[2024-01-11 23:58:26,784: INFO: tpe: TPE using 6/6 trials with best loss 437200.000000]
[2024-01-11 23:58:26,887: INFO: tpe: build_posterior_wrapper took 0.000000 seconds]
[2024-01-11 23:58:26,888: INFO: tpe: TPE using 7/7 trials with best loss 437200.000000]
[2024-01-11 23:58:26,998: INFO: tpe: build_posterior_wrapper took 0.000000 seconds]
[2024-01-11 23:58:26,999: INFO: tpe: TPE using 8/8 trials with best loss 437200.000000]
[2024-01-11 23:58:27,142: INFO: tpe: build_posterior_wrapper took 0.000996 seconds]
[2024-01-11 23:58:27,144: INFO: tpe: TPE using 9/9 trials with best loss 437200.000000]
[2024-01-11 23:59:35,783: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-11 23:59:36,877: INFO: tpe: build_posterior_wrapper took 0.000000 seconds]
[2024-01-11 23:59:36,878: INFO: tpe: TPE using 0 trials]
[2024-01-11 23:59:36,979: INFO: tpe: build_posterior_wrapper took 0.001084 seconds]
[2024-01-11 23:59:36,980: INFO: tpe: TPE using 1/1 trials with best loss 443680.000000]
[2024-01-11 23:59:37,168: INFO: tpe: build_posterior_wrapper took 0.000000 seconds]
[2024-01-11 23:59:37,170: INFO: tpe: TPE using 2/2 trials with best loss 437200.000000]
[2024-01-11 23:59:37,263: INFO: tpe: build_posterior_wrapper took 0.000000 seconds]
[2024-01-11 23:59:37,264: INFO: tpe: TPE using 3/3 trials with best loss 437200.000000]
[2024-01-11 23:59:37,377: INFO: tpe: build_posterior_wrapper took 0.000000 seconds]
[2024-01-11 23:59:37,378: INFO: tpe: TPE using 4/4 trials with best loss 437200.000000]
[2024-01-11 23:59:37,484: INFO: tpe: build_posterior_wrapper took 0.001018 seconds]
[2024-01-11 23:59:37,486: INFO: tpe: TPE using 5/5 trials with best loss 437200.000000]
[2024-01-11 23:59:37,592: INFO: tpe: build_posterior_wrapper took 0.000984 seconds]
[2024-01-11 23:59:37,593: INFO: tpe: TPE using 6/6 trials with best loss 437200.000000]
[2024-01-11 23:59:37,700: INFO: tpe: build_posterior_wrapper took 0.000000 seconds]
[2024-01-11 23:59:37,702: INFO: tpe: TPE using 7/7 trials with best loss 437200.000000]
[2024-01-11 23:59:37,820: INFO: tpe: build_posterior_wrapper took 0.000000 seconds]
[2024-01-11 23:59:37,822: INFO: tpe: TPE using 8/8 trials with best loss 437200.000000]
[2024-01-11 23:59:37,971: INFO: tpe: build_posterior_wrapper took 0.000422 seconds]
[2024-01-11 23:59:37,973: INFO: tpe: TPE using 9/9 trials with best loss 437200.000000]
[2024-01-12 00:00:01,301: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-12 00:00:23,575: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-12 00:01:32,344: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-12 00:03:13,441: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-12 00:03:35,963: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-12 00:03:36,597: INFO: tpe: build_posterior_wrapper took 0.003051 seconds]
[2024-01-12 00:03:36,599: INFO: tpe: TPE using 0 trials]
[2024-01-12 00:03:36,668: INFO: tpe: build_posterior_wrapper took 0.000998 seconds]
[2024-01-12 00:03:36,671: INFO: tpe: TPE using 1/1 trials with best loss 310900.000000]
[2024-01-12 00:03:36,799: INFO: tpe: build_posterior_wrapper took 0.001052 seconds]
[2024-01-12 00:03:36,801: INFO: tpe: TPE using 2/2 trials with best loss 310900.000000]
[2024-01-12 00:03:36,919: INFO: tpe: build_posterior_wrapper took 0.000000 seconds]
[2024-01-12 00:03:36,922: INFO: tpe: TPE using 3/3 trials with best loss 289000.000000]
[2024-01-12 00:03:36,980: INFO: tpe: build_posterior_wrapper took 0.000000 seconds]
[2024-01-12 00:03:36,981: INFO: tpe: TPE using 4/4 trials with best loss 289000.000000]
[2024-01-12 00:03:37,030: INFO: tpe: build_posterior_wrapper took 0.000000 seconds]
[2024-01-12 00:03:37,032: INFO: tpe: TPE using 5/5 trials with best loss 238880.000000]
[2024-01-12 00:03:37,055: INFO: tpe: build_posterior_wrapper took 0.000999 seconds]
[2024-01-12 00:03:37,058: INFO: tpe: TPE using 6/6 trials with best loss 238880.000000]
[2024-01-12 00:03:37,104: INFO: tpe: build_posterior_wrapper took 0.000972 seconds]
[2024-01-12 00:03:37,107: INFO: tpe: TPE using 7/7 trials with best loss 238880.000000]
[2024-01-12 00:03:37,146: INFO: tpe: build_posterior_wrapper took 0.000980 seconds]
[2024-01-12 00:03:37,147: INFO: tpe: TPE using 8/8 trials with best loss 238880.000000]
[2024-01-12 00:03:37,184: INFO: tpe: build_posterior_wrapper took 0.000027 seconds]
[2024-01-12 00:03:37,185: INFO: tpe: TPE using 9/9 trials with best loss 127890.000000]
[2024-01-12 07:57:25,834: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-14 09:32:37,271: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-14 09:34:12,100: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-14 09:39:22,646: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-14 13:02:35,166: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-14 13:46:05,804: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-14 14:12:32,236: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-14 14:46:20,392: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-16 08:49:26,203: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-16 09:02:34,069: INFO: utils: params.yaml yaml_file is loaded]
[2024-01-16 09:02:34,109: INFO: utils: schema.yaml yaml_file is loaded]
[2024-01-16 10:25:49,509: INFO: utils: yaml file is saved]
[2024-01-16 10:26:42,003: INFO: utils: yaml file is saved]
[2024-01-16 10:27:28,895: INFO: utils: yaml file is saved]
[2024-01-16 10:29:35,035: INFO: utils: yaml file is saved]
[2024-01-16 10:31:33,089: INFO: utils: yaml file is saved]
[2024-01-16 10:31:49,719: INFO: utils: yaml file is saved]
[2024-01-16 10:39:18,754: INFO: utils: yaml file is saved]
[2024-01-16 10:51:28,166: INFO: utils: yaml file is saved]
[2024-01-18 20:38:03,348: INFO: tpe: build_posterior_wrapper took 0.003805 seconds]
[2024-01-18 20:38:03,350: INFO: tpe: TPE using 0 trials]
[2024-01-24 12:48:01,645: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/runs/get?run_uuid=c03a395f2448493aa7f2f5c4e066e0d3&run_id=c03a395f2448493aa7f2f5c4e066e0d3]
[2024-01-24 15:36:47,199: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/runs/create]
[2024-01-24 16:32:28,005: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/runs/create]
[2024-01-24 16:45:30,737: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/runs/create]
[2024-01-24 18:21:47,823: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/runs/create]
[2024-01-24 18:47:45,373: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/runs/get?run_uuid=ad5d40a9fc33487f8e616dde699ef7ec&run_id=ad5d40a9fc33487f8e616dde699ef7ec]
[2024-01-24 18:59:01,966: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/runs/get?run_uuid=ad5d40a9fc33487f8e616dde699ef7ec&run_id=ad5d40a9fc33487f8e616dde699ef7ec]
[2024-01-24 19:55:22,409: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/runs/search]
[2024-01-24 20:11:23,636: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/registered-models/delete]
[2024-01-24 20:17:10,810: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/experiments/delete]
[2024-01-24 20:29:35,070: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/registered-models/delete]
[2024-01-24 21:37:59,782: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/experiments/delete]
[2024-01-24 22:35:09,693: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/runs/get?run_uuid=ad5d40a9fc33487f8e616dde699ef7ec&run_id=ad5d40a9fc33487f8e616dde699ef7ec]
[2024-01-24 22:50:59,442: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/experiments/delete]
[2024-01-24 23:25:39,973: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/registered-models/delete]
[2024-01-25 08:28:30,002: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/runs/create]
[2024-01-25 08:41:18,201: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/runs/create]
[2024-01-25 08:48:50,968: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/runs/create]
[2024-01-25 09:15:03,686: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/runs/create]
[2024-01-25 09:22:45,452: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/runs/get?run_uuid=23eb69431e1449079fe3977ea1afc80f&run_id=23eb69431e1449079fe3977ea1afc80f]
[2024-01-25 09:27:43,659: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/runs/create]
[2024-01-25 09:34:42,264: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/runs/create]
[2024-01-25 10:49:22,544: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/runs/create]
[2024-01-25 11:29:26,147: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/runs/create]
[2024-01-25 12:05:58,320: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/registered-models/delete]
[2024-01-25 12:53:59,391: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/runs/create]
[2024-01-25 13:49:14,387: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/runs/create]
[2024-01-25 14:03:58,424: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/runs/create]
[2024-01-25 14:16:07,252: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/runs/create]
[2024-01-25 14:28:57,497: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/runs/create]
[2024-01-25 14:36:11,745: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/runs/create]
[2024-01-25 14:53:46,116: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/registered-models/delete]
[2024-01-25 15:26:31,686: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/registered-models/delete]
[2024-01-25 16:09:55,531: WARNING: connectionpool: Retrying (Retry(total=4, connect=5, read=4, redirect=5, status=5)) after connection broken by 'RemoteDisconnected('Remote end closed connection without response')': /Raj-Narayanan-B/StudentMLProjectRegression.mlflow/api/2.0/mlflow/runs/get?run_uuid=3f360d91251446b488d0255f44ea1658&run_id=3f360d91251446b488d0255f44ea1658]
